run_id,created_at,dataset_name,column_name,null_count,null_percentage,unique_count,dtype_raw,inferred_dtype,numeric_ratio,mean,median,std,min,max
d45db187-bb24-4d95-9e22-3e0bdc1dd6e3,2026-07-28T07:14:57.827432+00:00,orders_batch_01.csv | Healthy,order_id,0,0.0,180,object,object,0.0,,,,,
21b4368b-81c3-4f26-8862-35eb5e3efe32,2026-09-14T07:14:57.827432+00:00,orders_batch_25.csv | Variance Drift,order_amount,0,0.0,180,float64,float64,1.0,2490.0367,2507.81,940.6568,-81.6,5204.93
21b4368b-81c3-4f26-8862-35eb5e3efe32,2026-09-14T07:14:57.827432+00:00,orders_batch_25.csv | Variance Drift,quantity,0,0.0,7,object,float64,1.0,4.15,4.0,2.0208,1.0,7.0
21b4368b-81c3-4f26-8862-35eb5e3efe32,2026-09-14T07:14:57.827432+00:00,orders_batch_25.csv | Variance Drift,region,0,0.0,4,object,object,0.0,,,,,
21b4368b-81c3-4f26-8862-35eb5e3efe32,2026-09-14T07:14:57.827432+00:00,orders_batch_25.csv | Variance Drift,discount_code,74,41.11,3,object,object,0.0,,,,,
5e5b3c6a-11d8-472d-93c1-5686e1400ea4,2026-09-16T07:14:57.827432+00:00,orders_batch_26.csv | Datatype Issue,order_id,0,0.0,180,object,object,0.0,,,,,
5e5b3c6a-11d8-472d-93c1-5686e1400ea4,2026-09-16T07:14:57.827432+00:00,orders_batch_26.csv | Datatype Issue,customer_id,0,0.0,57,object,object,0.0,,,,,
5e5b3c6a-11d8-472d-93c1-5686e1400ea4,2026-09-16T07:14:57.827432+00:00,orders_batch_26.csv | Datatype Issue,order_amount,0,0.0,161,object,float64,0.8889,2485.0604,2491.0,433.5108,1321.11,3724.08
5e5b3c6a-11d8-472d-93c1-5686e1400ea4,2026-09-16T07:14:57.827432+00:00,orders_batch_26.csv | Datatype Issue,quantity,0,0.0,7,object,float64,1.0,4.15,4.0,2.0208,1.0,7.0
5e5b3c6a-11d8-472d-93c1-5686e1400ea4,2026-09-16T07:14:57.827432+00:00,orders_batch_26.csv | Datatype Issue,region,0,0.0,4,object,object,0.0,,,,,
5e5b3c6a-11d8-472d-93c1-5686e1400ea4,2026-09-16T07:14:57.827432+00:00,orders_batch_26.csv | Datatype Issue,discount_code,74,41.11,3,object,object,0.0,,,,,
ab2be80a-53d5-4612-92f1-5bb8918e003c,2026-09-18T07:14:57.827432+00:00,orders_batch_27.csv | Schema Drift,order_id,0,0.0,180,object,object,0.0,,,,,
ab2be80a-53d5-4612-92f1-5bb8918e003c,2026-09-18T07:14:57.827432+00:00,orders_batch_27.csv | Schema Drift,customer_id,0,0.0,57,object,object,0.0,,,,,
ab2be80a-53d5-4612-92f1-5bb8918e003c,2026-09-18T07:14:57.827432+00:00,orders_batch_27.csv | Schema Drift,order_amount,0,0.0,180,object,float64,1.0,2490.0366,2498.115,427.5712,1321.11,3724.08
ab2be80a-53d5-4612-92f1-5bb8918e003c,2026-09-18T07:14:57.827432+00:00,orders_batch_27.csv | Schema Drift,region,0,0.0,4,object,object,0.0,,,,,
ab2be80a-53d5-4612-92f1-5bb8918e003c,2026-09-18T07:14:57.827432+00:00,orders_batch_27.csv | Schema Drift,discount_code,74,41.11,3,object,object,0.0,,,,,
ab2be80a-53d5-4612-92f1-5bb8918e003c,2026-09-18T07:14:57.827432+00:00,orders_batch_27.csv | Schema Drift,sales_channel,0,0.0,3,str,object,0.0,,,,,
6f82acd2-328a-4ada-91d7-81bdb9cae672,2026-09-20T07:14:57.827432+00:00,orders_batch_28.csv | Duplicate Spike,order_id,0,0.0,180,object,object,0.0,,,,,
6f82acd2-328a-4ada-91d7-81bdb9cae672,2026-09-20T07:14:57.827432+00:00,orders_batch_28.csv | Duplicate Spike,customer_id,0,0.0,57,object,object,0.0,,,,,
6f82acd2-328a-4ada-91d7-81bdb9cae672,2026-09-20T07:14:57.827432+00:00,orders_batch_28.csv | Duplicate Spike,order_amount,0,0.0,180,object,float64,1.0,2481.9417,2484.38,425.6691,1321.11,3724.08
6f82acd2-328a-4ada-91d7-81bdb9cae672,2026-09-20T07:14:57.827432+00:00,orders_batch_28.csv | Duplicate Spike,quantity,0,0.0,7,object,float64,1.0,4.1302,4.0,1.9887,1.0,7.0
6f82acd2-328a-4ada-91d7-81bdb9cae672,2026-09-20T07:14:57.827432+00:00,orders_batch_28.csv | Duplicate Spike,region,0,0.0,4,object,object,0.0,,,,,
6f82acd2-328a-4ada-91d7-81bdb9cae672,2026-09-20T07:14:57.827432+00:00,orders_batch_28.csv | Duplicate Spike,discount_code,88,40.93,3,object,object,0.0,,,,,
9f0f3500-9c72-43fd-a673-77db28a42f8a,2026-09-22T07:14:57.827432+00:00,orders_batch_29.csv | Multiple Issues,order_id,0,0.0,180,object,object,0.0,,,,,
9f0f3500-9c72-43fd-a673-77db28a42f8a,2026-09-22T07:14:57.827432+00:00,orders_batch_29.csv | Multiple Issues,customer_id,80,44.44,52,object,object,0.0,,,,,
9f0f3500-9c72-43fd-a673-77db28a42f8a,2026-09-22T07:14:57.827432+00:00,orders_batch_29.csv | Multiple Issues,order_amount,0,0.0,180,float64,float64,1.0,4233.062,4246.795,726.8708,2245.89,6330.94
9f0f3500-9c72-43fd-a673-77db28a42f8a,2026-09-22T07:14:57.827432+00:00,orders_batch_29.csv | Multiple Issues,region,0,0.0,4,object,object,0.0,,,,,
9f0f3500-9c72-43fd-a673-77db28a42f8a,2026-09-22T07:14:57.827432+00:00,orders_batch_29.csv | Multiple Issues,discount_code,74,41.11,3,object,object,0.0,,,,,
605c6cea-a4cf-459b-84c3-d2696cc71e4a,2026-09-24T07:14:57.827432+00:00,orders_batch_30.csv | Severe Quality Drop,order_id,0,0.0,180,object,object,0.0,,,,,
605c6cea-a4cf-459b-84c3-d2696cc71e4a,2026-09-24T07:14:57.827432+00:00,orders_batch_30.csv | Severe Quality Drop,customer_id,140,60.87,43,object,object,0.0,,,,,
605c6cea-a4cf-459b-84c3-d2696cc71e4a,2026-09-24T07:14:57.827432+00:00,orders_batch_30.csv | Severe Quality Drop,order_amount,0,0.0,180,float64,float64,1.0,4940.2909,4951.48,853.4718,2642.22,7448.16
605c6cea-a4cf-459b-84c3-d2696cc71e4a,2026-09-24T07:14:57.827432+00:00,orders_batch_30.csv | Severe Quality Drop,region,0,0.0,4,object,object,0.0,,,,,
605c6cea-a4cf-459b-84c3-d2696cc71e4a,2026-09-24T07:14:57.827432+00:00,orders_batch_30.csv | Severe Quality Drop,discount_code,184,80.0,3,object,object,0.0,,,,,
